story_id	example_id	conclusion	premises	premises-FOL	label	source
127	378	USA is not located in western hemisphere of the earth.	['New York City is Located in the United States of America.', 'United States of America is part of North America.', 'North America is in the western hemisphere of the earth.', 'New York City is a highly developed city.', 'If place A is located in place B and place B is located in place C, then place A is located in place C.']	['Locate(nyc, usa)', 'Locate(usa, northAmerica)', 'Locate(northAmerica, westHemisphere)', 'HighlyDeveloped(nyc)', '∀x ∀y ∀z ((Locate(x, y) ∧ Locate(y, z)) → Locate(x, z))']	False	wiki
127	379	New York City is located in the New York State.	['New York City is Located in the United States of America.', 'United States of America is part of North America.', 'North America is in the western hemisphere of the earth.', 'New York City is a highly developed city.', 'If place A is located in place B and place B is located in place C, then place A is located in place C.']	['Locate(nyc, usa)', 'Locate(usa, northAmerica)', 'Locate(northAmerica, westHemisphere)', 'HighlyDeveloped(nyc)', '∀x ∀y ∀z ((Locate(x, y) ∧ Locate(y, z)) → Locate(x, z))']	Unknown	wiki
146	429	There exists a poem written by an ancient Roman writer with a strong analogy of human aging.	['Callus 4 is a poem that was written by the ancient Roman writer Catullus.', 'Callus 4 is a story about the retirement of a well-traveled ship.', 'There is a strong analogy of human aging in the poem Callus 4.', 'Callus 4 is written in an unusual iambic trimeter to convey a sense of speed over the waves.']	['Poem(callus4) ∧ WrittenBy(callus4, catullus) ∧ Roman(catullus)', 'RetirementShip(callus4)', 'Poem(callus4) → AgingAnalogy(callus4)', 'Poem(callus4) → Lambic(callus4) ∧ Waves(callus4)']	True	wiki
146	430	There exists a poem written by an ancient Roman writer written in iambic petameter.	['Callus 4 is a poem that was written by the ancient Roman writer Catullus.', 'Callus 4 is a story about the retirement of a well-traveled ship.', 'There is a strong analogy of human aging in the poem Callus 4.', 'Callus 4 is written in an unusual iambic trimeter to convey a sense of speed over the waves.']	['Poem(callus4) ∧ WrittenBy(callus4, catullus) ∧ Roman(catullus)', 'RetirementShip(callus4)', 'Poem(callus4) → AgingAnalogy(callus4)', 'Poem(callus4) → Lambic(callus4) ∧ Waves(callus4)']	Unknown	wiki
146	431	Callus 4 is written in an unusual iambic trimeter to convey a strong analogy of human aging.	['Callus 4 is a poem that was written by the ancient Roman writer Catullus.', 'Callus 4 is a story about the retirement of a well-traveled ship.', 'There is a strong analogy of human aging in the poem Callus 4.', 'Callus 4 is written in an unusual iambic trimeter to convey a sense of speed over the waves.']	['Poem(callus4) ∧ WrittenBy(callus4, catullus) ∧ Roman(catullus)', 'RetirementShip(callus4)', 'Poem(callus4) → AgingAnalogy(callus4)', 'Poem(callus4) → Lambic(callus4) ∧ Waves(callus4)']	False	wiki
235	671	Michael Crichton has directed a film about robots.	['Westworld is an American science fiction-thriller TV series.', 'In 2016, a new television series named Westworld debuted on HBO.', 'The TV series Westworld is adapted from the original film in 1973, which was written and directed by Michael Crichton.', 'The 1973 film Westworld is about robots that malfunction and begin killing the human visitors.']	['TVSeries(westworld) ∧ American(westworld) ∧ ScienceFictionThriller(westworld)', 'Debut(westworld, year2016)', '∃x (Adapt(westworld, x) ∧ Produce(x, year1973) ∧ Write(michael, x) ∧ Direct(michael, x))', 'About(westworld, robots)']	Unknown	wiki
235	672	An American TV series debuted in 2016.	['Westworld is an American science fiction-thriller TV series.', 'In 2016, a new television series named Westworld debuted on HBO.', 'The TV series Westworld is adapted from the original film in 1973, which was written and directed by Michael Crichton.', 'The 1973 film Westworld is about robots that malfunction and begin killing the human visitors.']	['TVSeries(westworld) ∧ American(westworld) ∧ ScienceFictionThriller(westworld)', 'Debut(westworld, year2016)', '∃x (Adapt(westworld, x) ∧ Produce(x, year1973) ∧ Write(michael, x) ∧ Direct(michael, x))', 'About(westworld, robots)']	True	wiki
231	659	Russia did not win fewer gold medals than China.	['The 2008 Summer Olympics were held in Beijing, China.', 'The 2008 Summer Olympics were the second Summer Olympic Games to be held in a communist state.', 'China won the most gold medals (48) in the 2008 Summer Olympics.', 'The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.', 'The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.', 'If a country places third in gold medals, then they had fewer gold medals than the team that won the most gold medals.', '87 countries won at least one medal during the 2008 Games.']	['HeldIn(summer2008olympics, beijingchina)', 'SecondToBe(summer2008olympics, heldincommuniststate)', 'Won(china, mostgoldmedals)', 'Placed(unitedstates, secondingoldmedals) ∧ Won(unitedstates, highestnumberofmedals)', 'Placed(russia, thirdingoldmedals)', '∀x ∀y (Placed(x, thirdingoldmedals) ∧ Won(y, mostgoldmedals) → FewerGoldMedalsThan(x, y))', '∃x (Country(x) ∧ Won(x, medal))']	False	wiki
231	660	The United States won fewer gold medals than China.	['The 2008 Summer Olympics were held in Beijing, China.', 'The 2008 Summer Olympics were the second Summer Olympic Games to be held in a communist state.', 'China won the most gold medals (48) in the 2008 Summer Olympics.', 'The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.', 'The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.', 'If a country places third in gold medals, then they had fewer gold medals than the team that won the most gold medals.', '87 countries won at least one medal during the 2008 Games.']	['HeldIn(summer2008olympics, beijingchina)', 'SecondToBe(summer2008olympics, heldincommuniststate)', 'Won(china, mostgoldmedals)', 'Placed(unitedstates, secondingoldmedals) ∧ Won(unitedstates, highestnumberofmedals)', 'Placed(russia, thirdingoldmedals)', '∀x ∀y (Placed(x, thirdingoldmedals) ∧ Won(y, mostgoldmedals) → FewerGoldMedalsThan(x, y))', '∃x (Country(x) ∧ Won(x, medal))']	Unknown	wiki
231	661	Russia won fewer gold medals than China.	['The 2008 Summer Olympics were held in Beijing, China.', 'The 2008 Summer Olympics were the second Summer Olympic Games to be held in a communist state.', 'China won the most gold medals (48) in the 2008 Summer Olympics.', 'The United States placed second in the gold medal tally but won the highest number of medals overall (112) in the 2008 Summer Olympics.', 'The third place in the gold medal tally was achieved by Russia in the 2008 Summer Olympics.', 'If a country places third in gold medals, then they had fewer gold medals than the team that won the most gold medals.', '87 countries won at least one medal during the 2008 Games.']	['HeldIn(summer2008olympics, beijingchina)', 'SecondToBe(summer2008olympics, heldincommuniststate)', 'Won(china, mostgoldmedals)', 'Placed(unitedstates, secondingoldmedals) ∧ Won(unitedstates, highestnumberofmedals)', 'Placed(russia, thirdingoldmedals)', '∀x ∀y (Placed(x, thirdingoldmedals) ∧ Won(y, mostgoldmedals) → FewerGoldMedalsThan(x, y))', '∃x (Country(x) ∧ Won(x, medal))']	True	wiki
27	78	Xiangshan and Diecai are districts in the same city.	['Xiufeng, Xiangshan, Diecai, Qixing are districts in the city of Guilin.', 'Yangshuo is not a district in Guilin. ']	['DistrictIn(xiufeng, guilin) ∧ DistrictIn(xiangshan, guilin) ∧ DistrictIn(diecai, guilin) ∧ DistrictIn(qixing, guilin) ∧ City(guilin)', '¬DistrictIn(yangshuo, guilin)']	True	wiki
27	79	Xiufeng is in Guilin.	['Xiufeng, Xiangshan, Diecai, Qixing are districts in the city of Guilin.', 'Yangshuo is not a district in Guilin. ']	['DistrictIn(xiufeng, guilin) ∧ DistrictIn(xiangshan, guilin) ∧ DistrictIn(diecai, guilin) ∧ DistrictIn(qixing, guilin) ∧ City(guilin)', '¬DistrictIn(yangshuo, guilin)']	True	wiki
27	80	Kowloon District is in Hong Kong.	['Xiufeng, Xiangshan, Diecai, Qixing are districts in the city of Guilin.', 'Yangshuo is not a district in Guilin. ']	['DistrictIn(xiufeng, guilin) ∧ DistrictIn(xiangshan, guilin) ∧ DistrictIn(diecai, guilin) ∧ DistrictIn(qixing, guilin) ∧ City(guilin)', '¬DistrictIn(yangshuo, guilin)']	Unknown	wiki
375	1004	Michael enjoys going out often to restaurants with friends.	['All people who grow their own fresh vegetables in their home garden also have ample space.', 'If people are young working professionals who live in large cities, then they do not have ample space.', 'If people order takeout from delivery services often, then they grow their own fresh vegetables in their home garden.', 'If people enjoy going out often to restaurants with friends, then they order takeout from delivery services often.', 'If people regularly tout the benefits of homegrown and homecooked meals over fast food, then they enjoy going out often to restaurants with friends. ', 'Michael grows his own fresh vegetables in his home garden or regularly touts the benefits of homegrown and homecooked meals over fast food.']	['∀x (Garden(x) → Space(x))', '∀x (Professional(x) → ¬Space(x))', '∀x (Takeout(x) → Garden(x))', '∀x (GoingOut(x) → Takeout(x))', '∀x (Homecooked(x) → GoingOut(x))', 'Garden(michael) ∨ Homecooked(michael)']	Unknown	hyb
375	1005	Michael is a young working professional who lives in large cities.	['All people who grow their own fresh vegetables in their home garden also have ample space.', 'If people are young working professionals who live in large cities, then they do not have ample space.', 'If people order takeout from delivery services often, then they grow their own fresh vegetables in their home garden.', 'If people enjoy going out often to restaurants with friends, then they order takeout from delivery services often.', 'If people regularly tout the benefits of homegrown and homecooked meals over fast food, then they enjoy going out often to restaurants with friends. ', 'Michael grows his own fresh vegetables in his home garden or regularly touts the benefits of homegrown and homecooked meals over fast food.']	['∀x (Garden(x) → Space(x))', '∀x (Professional(x) → ¬Space(x))', '∀x (Takeout(x) → Garden(x))', '∀x (GoingOut(x) → Takeout(x))', '∀x (Homecooked(x) → GoingOut(x))', 'Garden(michael) ∨ Homecooked(michael)']	False	hyb
375	1006	Michael grows his own fresh vegetables in their home garden or is a young working professional who lives in large cities.	['All people who grow their own fresh vegetables in their home garden also have ample space.', 'If people are young working professionals who live in large cities, then they do not have ample space.', 'If people order takeout from delivery services often, then they grow their own fresh vegetables in their home garden.', 'If people enjoy going out often to restaurants with friends, then they order takeout from delivery services often.', 'If people regularly tout the benefits of homegrown and homecooked meals over fast food, then they enjoy going out often to restaurants with friends. ', 'Michael grows his own fresh vegetables in his home garden or regularly touts the benefits of homegrown and homecooked meals over fast food.']	['∀x (Garden(x) → Space(x))', '∀x (Professional(x) → ¬Space(x))', '∀x (Takeout(x) → Garden(x))', '∀x (GoingOut(x) → Takeout(x))', '∀x (Homecooked(x) → GoingOut(x))', 'Garden(michael) ∨ Homecooked(michael)']	True	hyb
62	184	iPod1 is easy to operate.	['All devices belonging to the company are connected to Google Home. ', "All devices belonging to employees are connected to the company's wifi. ", 'All devices connected to Google Home are controlled by the managers. ', "All devices that connect to the company's wifi are easy to operate. ", 'IPod1 belongs to employees. ']	['∀x (Company(x) → GoogleHome(x))', '∀x (Employee(x) → Wifi(x))', '∀x (GoogleHome(x) → Controlled(x))', '∀x (Wifi(x) → EasyToOperate(x))', 'Employee(iPod1)']	True	wiki
62	185	iPod1 is controlled by managers.	['All devices belonging to the company are connected to Google Home. ', "All devices belonging to employees are connected to the company's wifi. ", 'All devices connected to Google Home are controlled by the managers. ', "All devices that connect to the company's wifi are easy to operate. ", 'IPod1 belongs to employees. ']	['∀x (Company(x) → GoogleHome(x))', '∀x (Employee(x) → Wifi(x))', '∀x (GoogleHome(x) → Controlled(x))', '∀x (Wifi(x) → EasyToOperate(x))', 'Employee(iPod1)']	Unknown	wiki
62	186	iPod1 is connected to Google Home.	['All devices belonging to the company are connected to Google Home. ', "All devices belonging to employees are connected to the company's wifi. ", 'All devices connected to Google Home are controlled by the managers. ', "All devices that connect to the company's wifi are easy to operate. ", 'IPod1 belongs to employees. ']	['∀x (Company(x) → GoogleHome(x))', '∀x (Employee(x) → Wifi(x))', '∀x (GoogleHome(x) → Controlled(x))', '∀x (Wifi(x) → EasyToOperate(x))', 'Employee(iPod1)']	Unknown	wiki
407	1135	Ryan is interesting as an individual performer.	['No touring musicians are permanent members of an orchestra.', 'Musicians are either permanent members of an orchestra or have a unique musical voice or style.', 'All musicians who have a unique musical voice or style are interesting as individual performers.', 'All musicians who are interesting as individual performers are capable of attracting large audiences.', 'If Ryan is interesting as an individual performer and has a unique musical voice or style, then Ryan is either a touring soloist musician and capable of attracting large audiences, or neither a touring soloist musician nor capable of attracting large audiences.']	['∀x (Orchestra(x) → ¬Touring(x))', '∀x (Orchestra(x) ⊕ Unique(x))', '∀x (Unique(x) → Interesting(x))', '∀x (Interesting(x) → Capable(x))', '(Interesting(ryan) ∧ Unique(ryan)) → ¬(Touring(ryan) ⊕ Capable(ryan))']	Unknown	hyb
407	1136	Ryan is either a permanent member of an orchestra or a touring soloist musician.	['No touring musicians are permanent members of an orchestra.', 'Musicians are either permanent members of an orchestra or have a unique musical voice or style.', 'All musicians who have a unique musical voice or style are interesting as individual performers.', 'All musicians who are interesting as individual performers are capable of attracting large audiences.', 'If Ryan is interesting as an individual performer and has a unique musical voice or style, then Ryan is either a touring soloist musician and capable of attracting large audiences, or neither a touring soloist musician nor capable of attracting large audiences.']	['∀x (Orchestra(x) → ¬Touring(x))', '∀x (Orchestra(x) ⊕ Unique(x))', '∀x (Unique(x) → Interesting(x))', '∀x (Interesting(x) → Capable(x))', '(Interesting(ryan) ∧ Unique(ryan)) → ¬(Touring(ryan) ⊕ Capable(ryan))']	True	hyb
407	1137	Ryan is either a permanent member of an orchestra or has a unique musical voice or style.	['No touring musicians are permanent members of an orchestra.', 'Musicians are either permanent members of an orchestra or have a unique musical voice or style.', 'All musicians who have a unique musical voice or style are interesting as individual performers.', 'All musicians who are interesting as individual performers are capable of attracting large audiences.', 'If Ryan is interesting as an individual performer and has a unique musical voice or style, then Ryan is either a touring soloist musician and capable of attracting large audiences, or neither a touring soloist musician nor capable of attracting large audiences.']	['∀x (Orchestra(x) → ¬Touring(x))', '∀x (Orchestra(x) ⊕ Unique(x))', '∀x (Unique(x) → Interesting(x))', '∀x (Interesting(x) → Capable(x))', '(Interesting(ryan) ∧ Unique(ryan)) → ¬(Touring(ryan) ⊕ Capable(ryan))']	True	hyb
482	1411	Harry is cool.	['If someone yells, then they are not cool.', 'If someone is angry, then they yell.', 'If someone flies, then they are cool.', 'Every person that knows magic can fly.', 'All wizards know magic.', 'Harry either yells and flies, or neither yells nor flies.', 'Potter is a wizard and flies.']	['∀x (Yell(x) → ¬Cool(x))', '∀x (Angry(x) → Yell(x))', '∀x (Fly(x) → Cool(x))', '∀x (KnowMagic(x) → Fly(x))', '∀x (Wizard(x) → KnowMagic(x))', '(Yell(harry) ∧ Fly(harry)) ⊕ (¬Yell(harry) ∧ ¬Fly(harry))', 'Wizard(potter) ∧ Fly(potter)']	Unknown	hyb
482	1412	Harry is not cool.	['If someone yells, then they are not cool.', 'If someone is angry, then they yell.', 'If someone flies, then they are cool.', 'Every person that knows magic can fly.', 'All wizards know magic.', 'Harry either yells and flies, or neither yells nor flies.', 'Potter is a wizard and flies.']	['∀x (Yell(x) → ¬Cool(x))', '∀x (Angry(x) → Yell(x))', '∀x (Fly(x) → Cool(x))', '∀x (KnowMagic(x) → Fly(x))', '∀x (Wizard(x) → KnowMagic(x))', '(Yell(harry) ∧ Fly(harry)) ⊕ (¬Yell(harry) ∧ ¬Fly(harry))', 'Wizard(potter) ∧ Fly(potter)']	Unknown	hyb
482	1413	Harry is a wizard or angry.	['If someone yells, then they are not cool.', 'If someone is angry, then they yell.', 'If someone flies, then they are cool.', 'Every person that knows magic can fly.', 'All wizards know magic.', 'Harry either yells and flies, or neither yells nor flies.', 'Potter is a wizard and flies.']	['∀x (Yell(x) → ¬Cool(x))', '∀x (Angry(x) → Yell(x))', '∀x (Fly(x) → Cool(x))', '∀x (KnowMagic(x) → Fly(x))', '∀x (Wizard(x) → KnowMagic(x))', '(Yell(harry) ∧ Fly(harry)) ⊕ (¬Yell(harry) ∧ ¬Fly(harry))', 'Wizard(potter) ∧ Fly(potter)']	False	hyb
482	1414	Harry is neither a wizard nor angry.	['If someone yells, then they are not cool.', 'If someone is angry, then they yell.', 'If someone flies, then they are cool.', 'Every person that knows magic can fly.', 'All wizards know magic.', 'Harry either yells and flies, or neither yells nor flies.', 'Potter is a wizard and flies.']	['∀x (Yell(x) → ¬Cool(x))', '∀x (Angry(x) → Yell(x))', '∀x (Fly(x) → Cool(x))', '∀x (KnowMagic(x) → Fly(x))', '∀x (Wizard(x) → KnowMagic(x))', '(Yell(harry) ∧ Fly(harry)) ⊕ (¬Yell(harry) ∧ ¬Fly(harry))', 'Wizard(potter) ∧ Fly(potter)']	True	hyb
436	1253	G-910 is displayed on the homepage.	['Products are either produced in China or the US. ', 'All produced in China are labeled. ', 'All produced in the US are sold in the US. ', 'If labeled, then the product is cheaper. ', 'All sold in the US are sold in Walmart. ', 'All displayed on the homepage are sold in Walmart. ', 'No products returned by customers are sold in Walmart. ', 'G-910 is either displayed on the homepage or cheaper.']	['∀x (China(x) ⊕ US(x))', '∀x (China(x) → Labeled(x))', '∀x (US(x) → SoldInUS(x))', '∀x (Labeled(x) → Cheaper(x))', '∀x (SoldInUS(x) → SoldInWalmart(x))', '∀x (DisplayedInHomepage(x) → SoldInWalmart(x))', '∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))', '¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))']	Unknown	hyb
436	1254	G-910 is not displayed on the homepage.	['Products are either produced in China or the US. ', 'All produced in China are labeled. ', 'All produced in the US are sold in the US. ', 'If labeled, then the product is cheaper. ', 'All sold in the US are sold in Walmart. ', 'All displayed on the homepage are sold in Walmart. ', 'No products returned by customers are sold in Walmart. ', 'G-910 is either displayed on the homepage or cheaper.']	['∀x (China(x) ⊕ US(x))', '∀x (China(x) → Labeled(x))', '∀x (US(x) → SoldInUS(x))', '∀x (Labeled(x) → Cheaper(x))', '∀x (SoldInUS(x) → SoldInWalmart(x))', '∀x (DisplayedInHomepage(x) → SoldInWalmart(x))', '∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))', '¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))']	Unknown	hyb
436	1255	G-910 is a product returned by customers.	['Products are either produced in China or the US. ', 'All produced in China are labeled. ', 'All produced in the US are sold in the US. ', 'If labeled, then the product is cheaper. ', 'All sold in the US are sold in Walmart. ', 'All displayed on the homepage are sold in Walmart. ', 'No products returned by customers are sold in Walmart. ', 'G-910 is either displayed on the homepage or cheaper.']	['∀x (China(x) ⊕ US(x))', '∀x (China(x) → Labeled(x))', '∀x (US(x) → SoldInUS(x))', '∀x (Labeled(x) → Cheaper(x))', '∀x (SoldInUS(x) → SoldInWalmart(x))', '∀x (DisplayedInHomepage(x) → SoldInWalmart(x))', '∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))', '¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))']	False	hyb
436	1256	G-910 is a product returned by customers or sold in Walmart.	['Products are either produced in China or the US. ', 'All produced in China are labeled. ', 'All produced in the US are sold in the US. ', 'If labeled, then the product is cheaper. ', 'All sold in the US are sold in Walmart. ', 'All displayed on the homepage are sold in Walmart. ', 'No products returned by customers are sold in Walmart. ', 'G-910 is either displayed on the homepage or cheaper.']	['∀x (China(x) ⊕ US(x))', '∀x (China(x) → Labeled(x))', '∀x (US(x) → SoldInUS(x))', '∀x (Labeled(x) → Cheaper(x))', '∀x (SoldInUS(x) → SoldInWalmart(x))', '∀x (DisplayedInHomepage(x) → SoldInWalmart(x))', '∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))', '¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))']	True	hyb
436	1257	G-910 is either returned by customers or sold in Walmart.	['Products are either produced in China or the US. ', 'All produced in China are labeled. ', 'All produced in the US are sold in the US. ', 'If labeled, then the product is cheaper. ', 'All sold in the US are sold in Walmart. ', 'All displayed on the homepage are sold in Walmart. ', 'No products returned by customers are sold in Walmart. ', 'G-910 is either displayed on the homepage or cheaper.']	['∀x (China(x) ⊕ US(x))', '∀x (China(x) → Labeled(x))', '∀x (US(x) → SoldInUS(x))', '∀x (Labeled(x) → Cheaper(x))', '∀x (SoldInUS(x) → SoldInWalmart(x))', '∀x (DisplayedInHomepage(x) → SoldInWalmart(x))', '∀x (ReturnedByCustomer(x) → ¬SoldInWalmart(x))', '¬(DisplayedInHomepage(g910) ⊕ Cheaper(g910))']	True	hyb
354	944	Marcy either orders a lot of Amazon packages or saves a lot of money.	['People either order a lot of Amazon packages or are environmentally conscious.', 'If people order a lot of Amazon packages, then they get a lot of daily mail delivered.', 'If people are environmentally conscious, then they have solar panels in their homes.', 'If people get a lot of daily mail delivered, then they are very involved with their neighborhood.', 'If people have solar panels in their homes, then they save a lot of money.', 'If Marcy either gets a lot of mail and is very involved with her neighborhood or if she does not order a lot of Amazon packages nor is very involved with her neighborhood, then Marcy does not both get a lot of daily mail and order a lot of Amazon packages. ']	['∀x (Amazon(x) ⊕ Environmental(x))', '∀x (Amazon(x) → DailyMail(x))', '∀x (Environmental(x) → Solar(x))', '∀x (DailyMail(x) → Neighborhood(x))', '∀x (Solar(x) → SaveMoney(x))', '¬(DailyMail(marcy) ⊕ Neighborhood(marcy)) → (¬DailyMail(marcy) ∨ ¬Amazon(marcy))']	True	hyb
354	945	If Marcy is not a person who orders a lot of Amazon packages and is very environmentally conscious, then Taylor is not someone who saves a lot of money and is environmentally conscious.	['People either order a lot of Amazon packages or are environmentally conscious.', 'If people order a lot of Amazon packages, then they get a lot of daily mail delivered.', 'If people are environmentally conscious, then they have solar panels in their homes.', 'If people get a lot of daily mail delivered, then they are very involved with their neighborhood.', 'If people have solar panels in their homes, then they save a lot of money.', 'If Marcy either gets a lot of mail and is very involved with her neighborhood or if she does not order a lot of Amazon packages nor is very involved with her neighborhood, then Marcy does not both get a lot of daily mail and order a lot of Amazon packages. ']	['∀x (Amazon(x) ⊕ Environmental(x))', '∀x (Amazon(x) → DailyMail(x))', '∀x (Environmental(x) → Solar(x))', '∀x (DailyMail(x) → Neighborhood(x))', '∀x (Solar(x) → SaveMoney(x))', '¬(DailyMail(marcy) ⊕ Neighborhood(marcy)) → (¬DailyMail(marcy) ∨ ¬Amazon(marcy))']	False	hyb
172	497	When the police complete investigations, the prosecutor will prosecute the offender at an appropriate court.	['Indonesia is a country.', 'In Indonesia, the prosecutor only personally investigates cases of some special crimes.', 'Corruption is a type of crime.', 'Once the police complete investigations of a crime, they hand the evidence to the prosecutor. ', 'Evidence can be either satisfactory or unsatisfactory.', 'If the police hand the evidence to the prosecutor and the evidence is satisfactory, the prosecutor will prosecute the offender in an appropriate court.']	['Country(indonesia)', '∃x ∃y (Country(indonesia) ∧ Prosecutor(x) ∧ Crime(y) → InvestigatePersonally(x, y))', 'Crime(corruption)', '∀x ∀y (Crime(y) ∧ PoliceCompInves(y) ∧ Prosecutor(x) → Evidence(y) ∧ HandToProsecutor(x, y))', '∀x (Crime(x) ∧ Evidence(x) ∧ (Satisfactory(x) ⊕ Unsatisfactory(x)))', '∀x ∀y (Evidence(y) ∧ HandToProsecutor(x, y) ∧ Satisfactory(y) → ProsecuteTheOffender(x, y))']	Unknown	wiki
172	498	In Indonesia, the prosecutor personally investigates cases of corruption.	['Indonesia is a country.', 'In Indonesia, the prosecutor only personally investigates cases of some special crimes.', 'Corruption is a type of crime.', 'Once the police complete investigations of a crime, they hand the evidence to the prosecutor. ', 'Evidence can be either satisfactory or unsatisfactory.', 'If the police hand the evidence to the prosecutor and the evidence is satisfactory, the prosecutor will prosecute the offender in an appropriate court.']	['Country(indonesia)', '∃x ∃y (Country(indonesia) ∧ Prosecutor(x) ∧ Crime(y) → InvestigatePersonally(x, y))', 'Crime(corruption)', '∀x ∀y (Crime(y) ∧ PoliceCompInves(y) ∧ Prosecutor(x) → Evidence(y) ∧ HandToProsecutor(x, y))', '∀x (Crime(x) ∧ Evidence(x) ∧ (Satisfactory(x) ⊕ Unsatisfactory(x)))', '∀x ∀y (Evidence(y) ∧ HandToProsecutor(x, y) ∧ Satisfactory(y) → ProsecuteTheOffender(x, y))']	Unknown	wiki
172	499	When the police complete investigations, the prosecutor investigates in personally.	['Indonesia is a country.', 'In Indonesia, the prosecutor only personally investigates cases of some special crimes.', 'Corruption is a type of crime.', 'Once the police complete investigations of a crime, they hand the evidence to the prosecutor. ', 'Evidence can be either satisfactory or unsatisfactory.', 'If the police hand the evidence to the prosecutor and the evidence is satisfactory, the prosecutor will prosecute the offender in an appropriate court.']	['Country(indonesia)', '∃x ∃y (Country(indonesia) ∧ Prosecutor(x) ∧ Crime(y) → InvestigatePersonally(x, y))', 'Crime(corruption)', '∀x ∀y (Crime(y) ∧ PoliceCompInves(y) ∧ Prosecutor(x) → Evidence(y) ∧ HandToProsecutor(x, y))', '∀x (Crime(x) ∧ Evidence(x) ∧ (Satisfactory(x) ⊕ Unsatisfactory(x)))', '∀x ∀y (Evidence(y) ∧ HandToProsecutor(x, y) ∧ Satisfactory(y) → ProsecuteTheOffender(x, y))']	Unknown	wiki
341	901	Moonwatch is a mechanical watch.	['No watch that is battery-powered is automatic.', 'All digital watches are battery-powered.', 'Some mechanical watches are automatic.', 'All smart watches are digital.', 'Moonwatch is not a digital watch or an automatic.']	['∀x (BatteryPoweredWatch(x) → ¬AutomaticWatch(x))', '∀x (DigitalWatch(x) → BatteryPoweredWatch(x))', '∃x (MechanicalWatch(x) ∧ AutomaticWatch(x))', '∀x (SmartWatch(x) → DigitalWatch(x))', '¬DigitalWatch(moonwatch) ⊕ AutomaticWatch(moonwatch)']	Unknown	hyb
341	902	Moonwatch is a smartwatch and a mechanical watch.	['No watch that is battery-powered is automatic.', 'All digital watches are battery-powered.', 'Some mechanical watches are automatic.', 'All smart watches are digital.', 'Moonwatch is not a digital watch or an automatic.']	['∀x (BatteryPoweredWatch(x) → ¬AutomaticWatch(x))', '∀x (DigitalWatch(x) → BatteryPoweredWatch(x))', '∃x (MechanicalWatch(x) ∧ AutomaticWatch(x))', '∀x (SmartWatch(x) → DigitalWatch(x))', '¬DigitalWatch(moonwatch) ⊕ AutomaticWatch(moonwatch)']	False	hyb
341	903	If Moonwatch is a smartwatch and a mechanical watch, then Moonwatch is not a mechanical watch.	['No watch that is battery-powered is automatic.', 'All digital watches are battery-powered.', 'Some mechanical watches are automatic.', 'All smart watches are digital.', 'Moonwatch is not a digital watch or an automatic.']	['∀x (BatteryPoweredWatch(x) → ¬AutomaticWatch(x))', '∀x (DigitalWatch(x) → BatteryPoweredWatch(x))', '∃x (MechanicalWatch(x) ∧ AutomaticWatch(x))', '∀x (SmartWatch(x) → DigitalWatch(x))', '¬DigitalWatch(moonwatch) ⊕ AutomaticWatch(moonwatch)']	True	hyb
341	904	If Moonwatch is a mechanical or battery-powered watch, then Moonwatch is not a smartwatch.	['No watch that is battery-powered is automatic.', 'All digital watches are battery-powered.', 'Some mechanical watches are automatic.', 'All smart watches are digital.', 'Moonwatch is not a digital watch or an automatic.']	['∀x (BatteryPoweredWatch(x) → ¬AutomaticWatch(x))', '∀x (DigitalWatch(x) → BatteryPoweredWatch(x))', '∃x (MechanicalWatch(x) ∧ AutomaticWatch(x))', '∀x (SmartWatch(x) → DigitalWatch(x))', '¬DigitalWatch(moonwatch) ⊕ AutomaticWatch(moonwatch)']	True	hyb
243	691	John cannot use different condiments to cook.	['If a person can distinguish the taste of different condiments, then he/she can also use different condiments to cook.', 'People who have the talent of cooking can distinguish the taste of different condiments.', 'Only people with the talent of cooking can make delicious meals.', 'If the meal is popular at the party, then it is delicious.', 'John can make meals which are popular at the party.']	['∀x (People(x) ∧ DistinguishCondiments(x) → UseDiffCondiments(x)) ∧ (∃x (People(x) ∧ ¬DistinguishCondiments(x) ∧ UseDiffCondiments(x))) ∧ ¬(∀x (People(x) ∧ DistinguishCondiments(x)))', '∀x (People(x) ∧ TalentCooking(x) → DistinguishCondiments(x))', '∀x ∀y (MakeMeal(x, y) ∧ Delicious(y) ∧ People(x) → TalentCooking(x)) ', '∀x ∀y (MakeMeal(x, y) ∧ People(x) ∧ Popular(y) → Delicious(y))', '∃x (People(john) ∧ MakeMeal(john, x) ∧ Popular(x) ∧ People(peter) ∧ ¬UseDiffCondiments(peter))']	False	wiki
